PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp
0,37.775,24.483,26.656,0.517,3.708,
0,38.872,25.188,24.236,0.54,3.883,
2.333,38.77,24.506,26.89,0.486,3.914,
0,40.615,26.205,28.026,0.382,4.018,
0,40.635,26.829,27.848,0.378,3.413,
0.742,40.497,27.509,20.376,0.422,2.762,
1.552,37.626,22.153,13.526,0.608,1.962,
1.583,35.261,22.284,20.585,0.662,2.265,
1.26,37.596,21.889,24.032,0.63,2.149,
4.879,37.051,22.314,15.892,0.692,2.054,
1.737,38.502,22.014,17.626,0.541,2.194,
0,36.313,24.659,13.378,0.469,2.892,
0.714,34.464,25.913,8.434,0.564,2.954,
1.943,34.767,23.18,11.017,0.812,1.682,
0.048,35.663,22.712,19.274,0.663,1.985,
2.523,39.81,21.815,25.979,0.561,2.517,
0,40.808,26.28,26.167,0.449,2.888,
0,39.278,25.133,27.151,0.371,3.767,
0,39.051,25.791,26.931,0.433,4.448,
0,38.431,25.554,26.65,0.45,3.74,
0,41.497,24.846,15.044,0.5,2.609,
12.117,32.879,23.454,23.001,0.716,1.804,
25.155,33.147,24.084,22.407,0.779,1.302,
9.27E+00,29.165,21.536,16.049,0.803,2.347,
6.604,33.974,20.734,22.425,0.77,1.483,
12.71,32.552,21.147,25.629,0.763,1.752,
0.158,35.058,19.94,24.009,0.602,1.35,
0,34.871,19.77,25.998,0.495,1.879,
0,38.547,21.043,25.731,0.446,1.969,
0,35.661,22.224,16.921,0.461,2.799,
2.913,30.686,23.79,7.991,0.634,2.938,
38.399,27.23,21.006,6.786,0.904,2.403,
3.799,36.267,21.637,23.137,0.66,2.466,
0.524,38.829,21.754,13.102,0.565,1.916,
6.343,34.686,21.187,11.283,0.706,2.015,
0.302,33.763,20.451,21.532,0.609,2.986,
1.425,32.592,20.838,15.493,0.62,1.83,
0.108,36.484,19.868,21.352,0.618,1.681,
0.314,34.017,23.563,8.947,0.543,1.875,
11.887,28.492,21.595,18.551,0.869,1.626,
7.757,27.011,22.68,13.236,0.901,2.409,
23.739,26.522,22.502,6.24,0.929,1.759,
48.386,25.533,21.891,4.54,0.954,2.113,
1.648,28.411,18.04,6.768,0.893,0.947,
8.037,26.648,20.155,17.948,0.882,2.012,
2.444,28.332,18.263,22.984,0.749,2.042,
0.151,31.778,16.615,23.173,0.689,1.519,
0,36.875,18.099,22.566,0.629,1.386,
0,33.992,20.373,22.901,0.581,1.634,
4.362,34.25,20.877,18.729,0.685,1.383,
0.161,37.585,21.761,12.258,0.54,1.028,
0,34.869,21.636,14.028,0.549,1.479,
4.777,33.643,22.083,20.779,0.641,1.961,
3.205,33.716,18.398,23.5,0.61,2.142,
0,33.588,18.035,23.734,0.374,2.445,
0,33.834,18.574,23.229,0.454,1.919,
0,36.495,17.309,21.858,0.498,1.341,
0.025,33.066,21.684,10.468,0.461,1.613,
12.84,30.643,19.675,16.193,0.793,1.671,
3.40E+01,29.564,21.967,8.363,0.817,4.013,
0.919,27.52,20.48,18.059,0.694,3.93,
0,31.507,14.571,21.871,0.712,2.296,
0.052,33.083,19.36,21.284,0.644,3.033,
0,34.021,19.365,20.949,0.615,2.839,
1.854,33.849,18.383,20.288,0.742,1.735,
1.584,28.728,14.48,21.547,0.693,2.608,
0,32.705,15.239,21.908,0.503,2.295,
0,33.968,19.912,21.031,0.52,3.998,
6.203,29.415,21.91,18.934,0.709,2.416,
0.721,31.519,19.063,16.215,0.742,2.35,
13.181,28.452,20.266,10.859,0.773,5.343,
19.206,18.105,10.99,2.46,0.91,3.496,
0.141,23.648,7.489,19.989,0.684,2.615,
0,29.517,9.384,21.121,0.492,1.489,
0,26.324,9.686,20.761,0.523,2.142,
0,28.374,9.713,20.807,0.57,1.839,
0,33.625,13.558,20.377,0.527,1.684,
1.13,28.637,18.111,16.446,0.707,2.991,
0,27.026,16.571,17.918,0.649,3.326,
0.086,27.314,16.113,16.278,0.629,2.949,
0,28.511,14.064,19.156,0.639,3.109,
0.007,27.783,15.181,17.574,0.697,2.194,
1.212,21.875,15.255,12.19,0.729,3.199,
0,28.938,9.453,19.063,0.568,1.971,
0,25.31,14.057,19.342,0.456,3.396,
0,25.897,10.74,18.957,0.411,2.883,
0,28.619,13.147,18.719,0.455,3.476,
0,28.989,13.869,18.794,0.469,2.91,
0,28.548,14.569,18.618,0.572,2.649,
0.045,28.01,15.818,10.865,0.646,3.354,
0.007,28.596,16.765,16.388,0.682,3.817,
0,31.674,20.528,17.576,0.651,5.121,
0,23.941,10.465,18.83,0.263,4.554,
0,24.694,8.212,17.802,0.265,3.098,
0.781,22.255,15.923,3.73,0.673,5.051,
3.557,25.686,20.006,6.817,0.811,5.227,
37.627,16.777,6.176,7.53,0.84,5.917,
0,21.205,5.476,17.499,0.534,3.195,
0.033,22.41,8.792,14.622,0.49,2.763,
1.567,20.649,12.167,4.573,0.878,3.249,
0.642,26.351,17.734,5.213,0.871,3.295,
8.168,26.802,21.962,6.78,0.908,3.239,
3.643,26.245,19.82,8.466,0.873,1.273,
1.643,22.626,20.191,2.848,0.831,4.341,
0.043,24.524,11.083,15.461,0.578,2.595,
0.103,25.659,12.55,7.87,0.685,2.354,
16.517,20.701,7.596,1.411,0.921,3.874,
0.34,15.823,2.228,14.836,0.71,3.354,
0,15.905,2.821,14.782,0.571,2.556,
0.154,17.121,8.77,4.888,0.652,4.531,
0.239,25.094,15.65,9.822,0.817,3.676,
1.126,23.66,18.761,3.874,0.797,5.343,
40.79,23.141,11.917,11.163,0.811,6.014,
0,13.219,7.964,15.72,0.55,5.081,
0,18.361,2.565,15.181,0.583,3.067,
0,17.458,6.954,14.9,0.622,3.081,
0,21.075,6.367,14.583,0.719,2.661,
0.676,18.103,9.74,9.236,0.818,3.744,
1.15,21.371,10.593,6.386,0.86,3.283,
0.01,23.597,14.003,12.88,0.735,3.939,
0,22.686,13.31,12.569,0.707,5.205,
2.427,19.183,17.401,2.224,0.818,6.999,
6.54,20.211,6.29,10.879,0.822,5.879,
0,15.085,4.314,6.827,0.801,1.665,
0.409,23.636,10.541,11.259,0.828,3.175,
1.67E+00,19.477,17.356,2.732,0.924,3.621,
0.491,19.724,12.093,2.798,0.904,3.951,
0.649,11.913,8.894,3.649,0.789,3.936,
1.337,17.53,10.586,2.147,0.861,3.9,
38.243,19.096,1.43,0.941,0.934,6.635,
13.28,1.565,-1.796,3.282,0.921,7.237,
0.12,8.696,-1.929,12.749,0.793,4.163,
0,8.586,-1.064,13.322,0.797,3.125,
0.233,8.947,1.128,6.271,0.79,1.81,
14.088,13.908,5.786,1.904,0.927,4.177,
12.892,15.722,11.254,8.981,0.915,3.259,
0.209,10.34,4.072,13.391,0.703,5.29,
0,14.796,2.11,13.014,0.699,4.548,
0,13.987,5.38,12.016,0.753,3.078,
0.062,13.431,6.103,7.31,0.747,3.658,
7.583,15.291,6.485,12.548,0.812,4.238,
0,20.362,10.825,12.675,0.618,6.245,
0,15.5,6.218,12.765,0.721,3.591,
0,16.216,2.776,12.904,0.591,2.713,
0,18.659,8.318,12.609,0.55,4.748,
0.302,22.149,14.092,10.369,0.759,7.904,
0,24.357,16.207,12.025,0.727,6.816,
0,20.263,11.831,12.323,0.692,3.457,
0.894,16.199,12.242,2.889,0.928,2.801,
2.142,17.302,15.153,2.098,0.915,3.935,
23.464,17.467,3.1,0.892,0.895,6.783,
11.204,5.924,1.27,9.429,0.876,3.751,
0.225,3.101,-0.873,7.283,0.782,3.711,
0.036,-0.463,-4.62,12.335,0.5,4.801,
0,-1.671,-8.424,13.213,0.574,3.439,
0,6.596,-8.308,12.987,0.626,2.608,
1.352,12.62,0.017,2.353,0.811,6.351,
1.201,18.941,12.796,4.928,0.91,7.555,
5.968,19.264,17.383,1.689,0.904,7.483,
0.451,15.563,-2.21,11.802,0.587,5.949,
0,9.916,-2.729,12.607,0.503,2.95,
2.01,8.387,3.519,2.508,0.811,3.074,
0.348,12.584,4.855,7.748,0.912,2.207,
0.01,19.765,9.776,10.502,0.884,5.513,
0,21.36,10.223,12.117,0.829,2.105,
0.182,18.157,12.266,4.858,0.899,2.293,
0.36,21.292,10.581,7.487,0.884,1.85,
0.446,16.979,13.18,3.882,0.916,2.013,
0.797,18.1,15.536,3.778,0.911,4.165,
0.965,21.614,15.534,2.943,0.892,6.695,
0.069,23.324,17.535,8.661,0.724,7.455,
0,16.466,7.443,7.475,0.54,3.975,
2.515,7.941,2.152,3.277,0.649,5.054,
4.439,1.899,-0.398,2.791,0.796,4.202,
17.657,1.993,-0.436,2.847,0.904,4.002,
0.803,3.639,-2.106,9.605,0.955,4.525,
0.553,3.544,-2.685,11.281,0.904,4.634,
0,-3.171,-8.469,8.199,0.712,4.1,
0.13,-2.325,-8.812,7.902,0.729,4.827,
1.54,-2.8,-7.026,4.673,0.788,5.002,
0.512,-0.009,-5.102,2.471,0.751,2.961,
2.589,8.535,-0.253,12.015,0.874,4.922,
0,3.207,-2.998,13.855,0.785,5.823,
0,4.02,-6.088,12.867,0.506,3.059,
0,9.272,-5.264,14.18,0.583,2.305,
0,13.963,0.068,13.721,0.776,2.787,
0,16.343,4.35,13.135,0.869,2.888,
2.626,14.924,12.611,2.867,0.929,6.265,
1.184,18.467,11.264,13.009,0.785,5.471,
1.94,17.657,8.503,8.915,0.743,2.89,
1.857,15.683,10.487,12.763,0.812,5.489,
0.01,11.854,2.835,14.363,0.71,3.452,
0,17.722,5.529,13.958,0.756,5.966,
2.214,17.497,1.656,2.763,0.876,6.434,
0.209,5.431,-6.45,14.243,0.49,7.752,
0,9.038,-4.901,15.786,0.419,2.666,
0,13.404,-3.551,15.461,0.574,2.022,
0,18.658,5.169,15.552,0.516,5.344,
0,22.093,8.545,15.277,0.576,3.945,
0.003,19.46,8.27,12.354,0.781,2.232,
3.327,18.261,14.085,2.729,0.934,3.348,
1.133,17.034,8.084,14.351,0.735,5.062,
0,12.621,3.374,15.387,0.649,3.92,
9.23E+00,9.786,4.824,2.922,0.832,3.772,
31.538,5.488,4.388,2.342,0.933,3.597,
0.683,4.58,1.39,6.75,0.826,4.765,
0.924,5.278,2.21,4.412,0.834,2.046,
0.292,10.226,0.823,15.408,0.799,1.742,
0,13.281,-0.393,16.802,0.806,1.848,
22.699,9.115,5.57,2.81,0.891,3.943,
25.777,5.905,0.969,4.185,0.992,3.913,
0.609,10.37,3.062,10.453,0.892,2.856,
0.021,15.55,0.228,16.907,0.77,1.664,
0,16.622,5.321,17.363,0.781,2.823,
0,19.597,6.541,17.466,0.755,3.343,
0.113,16.825,7.675,7.322,0.826,4.625,
11.501,16.67,13.679,1.791,0.922,3.795,
11.161,19.152,16.476,2.37,0.945,5.491,
26.814,18.306,7.999,5.801,0.854,7.012,
0.093,13.934,2.071,17.128,0.792,3.521,
0,13.981,4.525,12.26,0.69,2.963,
2.99,10.002,8.096,2.494,0.817,3.413,
10.434,8.278,6.43,1.245,0.933,4.802,
15.824,12.527,7.645,1.207,0.956,4.017,
0.323,14.658,3.011,15.854,0.825,2.568,
2.166,15.647,6.769,3.398,0.937,3.046,
7.62,20.639,15.634,1.971,0.958,3.87,
22.989,19.047,7.252,1.53,0.934,5.553,
2.874,18.498,3.289,15.186,0.884,3.991,
0,23.149,10.177,19.554,0.782,4.401,
2.386,19.76,6.017,9.851,0.864,5.492,
0.003,15.43,1.849,19.982,0.669,2.411,
0.031,11.916,5.664,4.49,0.763,3.157,
1.018,22.054,11.717,9.86,0.888,2.568,
1.487,18.162,16.166,3.159,0.911,3.952,
8.163,17.587,10.84,6.118,0.932,2.843,
0.669,17.674,11.531,7.178,0.94,1.65,
36.176,16.218,14.064,2.057,0.968,3.233,
25.504,17.414,15.674,5.991,0.946,3.488,
0.644,16.639,3.693,4.145,0.837,5.431,
0,12.003,-0.269,19.966,0.676,4.269,
0.003,12.37,4.021,8.259,0.805,3.454,
4.366,16.561,9.44,3.198,0.924,3.299,
2.371,20.197,15.271,2.749,0.947,4.971,
1.148,13.326,7.345,4.063,0.855,5.709,
0.084,20.304,4.548,20.487,0.81,2.263,
0,26.511,10.411,22.435,0.698,2.654,
0.00E+00,21.978,13.355,22.194,0.726,4.118,
0,21.209,11.985,19.372,0.697,3.166,
0.417,24.355,15.204,18.304,0.792,4.549,
0.865,21.467,10.631,8.146,0.816,5.642,
0.014,18.423,5.742,21.576,0.64,3.164,
0,21.078,7.066,10.161,0.748,2.406,
0.089,23.859,15.431,22.107,0.737,6.086,
0,26.318,10.856,23.656,0.602,2.725,
3.648,22.826,10.486,20.469,0.72,5.51,
0,19.596,7.193,21.804,0.566,2.877,
0.177,16.042,9.051,5.499,0.728,2.493,
1.619,23.062,11.126,15.843,0.794,2.918,
5.22,20.327,14.224,7.355,0.851,2.835,
32.381,21.455,16.385,6.017,0.949,5.843,
14.912,21.303,11.624,23.503,0.797,5.587,
0,18.285,10.511,25.345,0.65,4.488,
0.00E+00,20.716,6.223,24.337,0.596,3.248,
5.258,16.71,10.676,6.509,0.82,4.057,
4.211,15.302,8.506,6.546,0.902,3.894,
0.069,24.908,10.151,21.486,0.781,4.173,
11.081,20.135,10.422,6.32,0.881,5.233,
0.113,11.503,0.764,23.782,0.651,5.795,
0,13.47,-1.385,26.179,0.585,3.117,
0,20.517,1.253,26.435,0.608,1.748,
0,21.366,3.737,26.675,0.656,2.03,
0,25.205,6.024,25.909,0.658,1.787,
0.297,22.232,9.487,26.026,0.649,3.141,
0,23.187,8.474,22.513,0.589,2.817,
0,23.981,12.98,24.328,0.731,3.18,
0.069,26.82,14.011,23.365,0.812,3.3,
1.306,32.223,16.67,24.598,0.765,2.512,
12.247,24.576,13.103,15.119,0.854,4.868,
0,20.449,11.333,26.923,0.681,3.471,
3.694,17.573,10.931,5.665,0.777,3.038,
11.907,12.723,11.403,2.612,0.899,5.82,
55.85,12.434,10.977,1.521,0.969,4.102,
8.662,13.999,11.03,5.14,0.96,3.347,
22.117,21.596,10.882,22.871,0.829,3.675,
0,26.617,10.127,27.193,0.792,3.233,
0,26.654,17.096,27.259,0.695,5.872,
0,26.229,10.726,27.817,0.62,3.055,
1.579,29.455,20.036,21.439,0.756,5.052,
0.024,26.186,9.88,28.426,0.541,4.408,
0,25.029,8.549,28.539,0.629,2.477,
0,25.182,14.72,25.101,0.629,3.94,
0.192,26.959,15.945,21.264,0.808,2.262,
0.124,24.886,16.213,22.6,0.756,3.393,
0.295,29.529,18.365,21.102,0.764,3.04,
8.334,27.419,13.989,10.541,0.849,3.764,
0.014,25.216,8.763,27.128,0.541,2.463,
0,25.83,10.29,26.978,0.58,2.038,
0.179,23.15,11,17.85,0.738,2.933,
0.017,26.176,3.916,27.707,0.637,2.241,
0.661,27.431,16.421,20.294,0.683,3.498,
47.797,24.345,12.591,8.437,0.844,3.02,
2.019,28.226,12.893,25.187,0.762,2.152,
2.093,30.416,17.816,28.078,0.759,2.3,
0.824,31.072,20.423,28.216,0.752,3.732,
2.359,30.98,21.029,19.48,0.765,3.406,
47.205,24.653,18.72,6.308,0.963,3.46,
0.975,24.304,15.622,21.472,0.808,3.829,
1.651,22.33,15.664,5.892,0.82,2.521,
5.467,26.574,19.531,16.584,0.847,2.484,
25.713,26.176,20.729,17.28,0.915,3.394,
0.774,30.849,20.053,21.015,0.834,3.184,
0.031,34.903,21.499,28.408,0.714,3.8,
2.494,30.702,21.837,17.112,0.82,2.467,
0.014,26.119,15.603,25.819,0.69,3.227,
0,30.635,14.323,29.458,0.651,2.122,
2.721,28.146,20.141,9.473,0.804,2.448,
9.211,26.057,16.701,26.48,0.779,3.898,
0,26.625,13.981,30.088,0.622,2.551,
0,28.31,12.846,30.022,0.661,2.055,
0,30.033,14.491,29.49,0.627,2.162,
0,28.193,16.031,27.874,0.728,2.286,
0.191,26.988,18.041,18.331,0.756,2.474,
0,30.196,15.983,25.471,0.714,1.774,
0,31.375,17.659,26.948,0.605,2.245,
1.315,30.687,16.195,27.273,0.758,1.277,
14.823,27.874,19.025,18.971,0.882,1.862,
3.572,29.974,18.583,20.278,0.824,2.208,
0,32.477,16.207,28.941,0.725,1.486,
0,34.03,20.763,23.687,0.643,2.755,
0.733,34.135,22.505,28.025,0.652,3.649,
2.561,34.12,20.928,28.513,0.763,1.572,
2.432,31.934,22.951,23.901,0.78,2.506,
7.956,33.975,23.859,25.096,0.756,4.302,
1.43,30.311,20.236,26.563,0.714,3.302,
0,34.688,16.109,29.489,0.631,1.414,
0,35.191,20.227,29.217,0.618,2.045,
0.017,34.779,22.001,28.04,0.671,4.228,
0,34.312,23.952,29.025,0.586,4.495,
6.451,30.823,22.313,27.024,0.782,3.486,
0.271,34.98,23.693,26.416,0.658,3.835,
0,34.663,19.892,27.395,0.605,2.517,
0.75,36.988,20.422,21.092,0.628,1.067,
3.849,36.094,22.279,26.095,0.657,1.529,
1.711,37.562,22.862,28.433,0.676,1.17,
3.219,34.875,22.33,28.073,0.653,2.141,
1.787,34.58,23.142,28.649,0.653,3.225,
0.082,35.101,23.838,28.771,0.576,3.654,
0,36.303,23.882,29.153,0.571,3.623,
0,37.471,24.335,29.416,0.551,3.566,
0,37.218,24.223,29.313,0.543,2.812,
0,36.84,22.25,29.289,0.507,2.302,
2.781,34.623,17.246,27.187,0.639,2.448,
13.017,29.709,19.303,22.203,0.767,2.076,
7.896,35.573,20.232,24.196,0.807,1.551,
1.099,36.087,21.183,28.997,0.671,3.045,
0,37.11,24.131,24.316,0.537,3.015,
4.834,35.591,23.549,26.188,0.643,2.659,
0,36.552,24.425,28.304,0.532,3.047,
0,37.523,24.598,27.979,0.527,3.319,
0,37.613,24.464,27.59,0.491,2.92,
0,41.688,22.63,28.669,0.47,1.504,
0,39.198,23.183,28.231,0.466,1.67,
0,40.515,20.311,24.889,0.571,1.258,
1.401,40.173,22.775,22.124,0.606,1.436,
10.791,35.358,24.39,26.525,0.607,1.909,
1.428,37.919,23.898,26.008,0.632,1.837,
7.344,39.442,23.594,18.447,0.676,1.498,
4.381,39.71,22.625,22.216,0.634,1.657,
0.106,37.848,24.422,16.084,0.548,1.96,
4.132,42.544,22.986,19.364,0.583,1.196,
7.021,39.657,23.28,18.675,0.641,1.346,
0.141,37.792,23.887,21.198,0.623,1.645,
4.7,36.909,23.808,24.257,0.671,1.93,
8.389,37.726,23.961,15.97,0.667,1.651,
3.677,38.959,24.297,23.422,0.649,1.473,
3.78E-01,43.701,25.888,14.281,0.495,1.67,
8.326,31.232,23.237,15.119,0.79,3.009,
0.003,35.018,21.237,26.715,0.637,2.717,
0,33.825,21.307,24.1,0.563,2.393,
0,33.938,20.121,17.774,0.612,2.18,
0,36.129,18.538,25.313,0.6,1.587,
0,36.655,19.825,22.391,0.442,1.725,
0.007,39.338,23.198,25.314,0.444,2.334,
0.948,36.532,24.482,17.025,0.48,3.016,
71.478,29.179,16.425,2.817,0.921,3.841,
22.031,23.309,16.463,8.128,0.921,1.886,
0.182,33.65,18.149,22.28,0.792,1.565,
4,33.949,21.846,25.136,0.733,2.181,
0,32.942,25.519,16.806,0.66,2.744,
0,35.824,24.755,23.095,0.594,3.158,
13.27,34.884,25.211,23.498,0.658,1.974,
6.901,35.955,24.562,25.067,0.736,3.221,
0.01,37.295,25.434,25.779,0.524,4.988,
0,37.399,25.661,25.412,0.515,5.186,
0,38.001,26.04,25.39,0.517,4.707,
0.597,36.818,26.977,21.232,0.496,3.005,
0.043,36.588,25.393,24.146,0.517,3.636,
1.748,38.648,27.046,21.158,0.487,2.394,
6.3,37.478,23.551,23.256,0.701,1.6,
5.792,35.694,23.185,20.487,0.578,2.042,
3.038,31.609,20.597,22.4,0.628,2.651,
0,31.717,21.69,23.188,0.525,1.811,
0,33.38,15.727,25.663,0.536,1.589,
0,35.181,17.695,25.324,0.542,1.583,
0,35.328,19.22,24.49,0.512,1.784,
0,35.819,21.573,23.274,0.516,2.256,
0,36.381,22.168,23.997,0.501,2.253,
0,36.684,22.608,24.166,0.465,2.445,
0,37.962,22.794,22.462,0.465,1.848,
7.962,36.387,25.657,15.882,0.573,0.977,
2.829,36.992,23.124,15.939,0.657,0.898,
10.698,37.068,23.779,15.965,0.708,1.91,
8.686,31.283,21.285,18.323,0.717,2.989,
0,30.886,14.631,24.58,0.453,2.417,
0,33.745,11.755,24.589,0.461,1.692,
0,37.84,18.619,23.615,0.483,1.422,
0,37.577,23.777,21.201,0.553,2.287,
1.143,37.933,21.63,20.958,0.508,2.345,
0.027,32.278,21.287,22.93,0.388,3.543,
0,33.779,14.68,23.574,0.347,2.107,
0,33.502,17.342,21.455,0.432,2.848,
0,34.653,21.386,16.314,0.463,3.147,
20.423,32.58,21.111,12.241,0.749,2.245,
8.6,32.742,22.784,12.189,0.76,2.17,
0.151,36.566,25.3,20.159,0.55,3.483,
0,37.615,24.332,20.964,0.483,3.278,
0,36.052,23.453,21.2,0.505,2.985,
0,35.796,23.292,21.503,0.456,3.461,
0,33.367,22,11.783,0.534,2.473,
1.195,33.65,21.191,16.151,0.672,3.511,
0.958,32.599,20.645,11.345,0.685,3.339,
28.362,30.005,22.125,17.437,0.834,2.871,
0.937,25.013,18.406,7.931,0.814,3.94,
0.611,25.912,17.7,15.49,0.705,4.143,
0,30.741,13.439,21.321,0.626,2.059,
0,31.367,15.755,21.294,0.559,1.638,
0,37.315,17.171,20.577,0.512,2.075,
0,33.689,21.78,13.455,0.392,2.504,
0.055,35.967,23.38,17.423,0.48,2.49,
3.491,33.729,18.413,18.086,0.636,2.227,
0,33.258,17.154,20.165,0.417,2.59,
0,33.244,17.956,19.943,0.444,3.041,
0,30.936,16.65,20.209,0.45,2.728,
0.021,30.95,17.874,12.503,0.595,2.416,
0.003,31.778,19.339,14.422,0.662,2.867,
4.746,27.424,21.121,12.006,0.719,3.325,
29.735,25.557,20.736,6.441,0.932,3.584,
19.024,27.364,22.027,9.74,0.907,2.672,
9.63,27.188,21.394,14.289,0.89,2.267,
6.712,29.379,20.295,12.124,0.813,3.469,
15.913,24.068,21.247,3.067,0.913,5.476,
18.052,22.952,11.772,17.848,0.689,5.417,
0,22.004,7.645,19.169,0.548,2.778,
0,24.118,7.818,18.659,0.576,1.666,
0,25.451,9.708,18.344,0.573,1.597,
0,21.585,11.257,16.736,0.547,2.727,
0,22.487,8.803,18.063,0.582,2.352,
0.027,28.302,11.312,17.673,0.597,3.049,
0.007,27.9,13.452,17.545,0.57,2.739,
0.45,20.364,12.962,10.584,0.763,2.522,
0.352,19.71,7.983,16.386,0.732,2.694,
27.766,20.181,9.29,5.183,0.826,3.664,
3.236,26.445,12.634,15.88,0.782,3.112,
0.639,27.265,15.986,14.535,0.716,4.009,
0.017,18.734,5.944,17.339,0.471,5.66,
0,14.164,1.876,17.472,0.659,3.027,
0,17.079,3.848,15.826,0.677,2.755,
0.402,14.408,7.581,4.536,0.854,2.79,
0.772,22.716,14.01,9.79,0.876,3.616,
1.184,26.918,18.503,14.921,0.787,3.713,
0,22.053,12.789,11.355,0.506,3.725,
0,19.232,9.796,16.215,0.407,4.36,
0,18.003,9.282,16.631,0.346,4.816,
0,23.184,6.307,12.733,0.441,3.209,
13.644,20.979,16.499,12.8,0.757,4.552,
0,14.468,4.969,15.94,0.605,4.258,
0,16.556,1.938,15.674,0.696,1.971,
0,17.509,4.339,15.405,0.703,2.656,
1.62,11.533,7.621,2.532,0.813,2.822,
6.663,10.338,6.098,4.604,0.885,3.392,
0.082,10.943,4.639,9.078,0.728,2.549,
7.645,9.212,6.475,2.567,0.912,3.296,
6.047,9.173,5.708,4.051,0.918,2.5,
0.37,8.28,6.432,5.947,0.855,3.113,
0.003,7.707,1.586,14,0.57,3.83,
0,8.651,-2.545,15.139,0.56,2.454,
0,10.768,-1.772,14.14,0.583,2.446,
0,12.828,3.948,8.762,0.704,2.032,
0.203,14.085,2.003,11.634,0.874,1.427,
0.261,15.787,5.231,11.13,0.869,4.186,
1.217,16.374,11.292,11.839,0.843,2.937,
0,15.688,6.307,10.214,0.746,2.099,
0,17.937,4.108,13.541,0.77,1.637,
0,18.31,6.148,13.584,0.626,3.328,
0.833,17.485,12.034,4.45,0.722,4.289,
3.111,19.769,13.863,1.558,0.908,4.507,
3.845,23.344,16.143,6.799,0.849,4.402,
33.396,20.392,17.321,0.959,0.881,4.997,
4.916,16.973,9.208,11.744,0.8,3.192,
0.062,11.085,5.728,5.476,0.755,4.205,
0.754,10.281,8.57,2.299,0.824,2.376,
2.626,12.051,9.175,1.868,0.92,3.228,
7.61,11.559,8.472,3.283,0.914,2.799,
0.239,13.314,0.956,12.219,0.733,3.661,
0,8.125,-0.929,13.25,0.611,3.763,
0,8.208,-2.015,12.884,0.545,2.583,
5.418,5.295,2.821,2.177,0.639,3.11,
14.248,13.626,4.627,4.191,0.934,2.67,
0.069,18.051,8.889,4.896,0.823,3.75,
0,13.834,3.78,7.892,0.656,4.985,
0.154,5.989,0.521,9.342,0.685,4.353,
0.381,4.461,2.16,6.101,0.714,3.543,
0.01,5.334,-2.888,12.234,0.699,2.381,
0,12.028,-0.99,12.57,0.714,3.123,
0,14.447,1.234,12.754,0.722,2.387,
0,17.737,5.287,12.779,0.663,4.375,
0.017,16.053,5.47,12.247,0.728,2.848,
0,18.548,4.529,12.593,0.729,2.705,
0.048,18.554,8.415,8.156,0.826,4.526,
0.887,17.588,15.27,4.564,0.914,3.243,
39.365,15.398,6.86,4.536,0.895,5.5,
0.007,11.575,2.058,11.666,0.823,2.259,
12.309,8.802,6.023,1.804,0.904,4.774,
4.559,8.852,4.135,7.542,0.85,5.046,
0.045,9.682,1.539,11.875,0.831,2.469,
4.91,7.218,3.03,4.277,0.891,3.306,
0.355,7.97,1.56,11.021,0.832,3.621,
0.031,8.013,2.058,6.366,0.78,5.414,
0.034,11.644,1.107,11.933,0.676,6.078,
0,16.41,1.842,12.5,0.718,3.626,
0,11.575,1.875,12.814,0.597,3.296,
0.029,12.345,2.617,7.768,0.671,4.191,
2.244,16.026,9.991,1.693,0.894,6.086,
0.822,17.018,15.255,2.601,0.906,5.537,
2.285,18.799,15.307,2.197,0.929,4.673,
10.821,20.743,15.849,5.072,0.917,2.486,
11.706,20.571,16.394,5.73,0.91,3.155,
28.46,16.621,5.018,1.756,0.933,6.593,
5.079,4.871,1.816,2.906,0.928,5.205,
0.194,11.065,-0.409,11.565,0.875,2.315,
0.908,9.39,4.656,6.787,0.928,2.54,
11.203,8.86,5.409,1.297,0.948,1.737,
5.367,14.728,7.52,2.5,0.964,1.529,
2.078,14.18,3.91,1.414,0.93,4.577,
3.432,10.182,5.716,1.538,0.964,2.062,
1.109,9.132,0.818,11.712,0.845,4.935,
0,15.2,1.771,12.725,0.796,3.792,
0,14.722,2.584,13.577,0.755,3.244,
0.051,13.45,7.679,12.195,0.837,4.102,
0.298,9.739,3.215,5.333,0.828,4.075,
1.658,11.462,4.992,2.08,0.921,5.517,
3.946,12.52,11.185,1.564,0.962,3.482,
40.67,11.86,3.447,9.427,0.916,5.915,
0,9.912,-1.426,13.535,0.833,2.393,
0,12.087,0.384,14.514,0.764,2.329,
0.518,12.295,3.435,5.92,0.777,3.348,
13.175,11.762,7.059,2.525,0.926,6.245,
0.216,14.187,0.53,13.558,0.854,2.719,
0,16.783,5.818,14.511,0.751,4.407,
0.086,18.177,9.634,14.115,0.828,2.731,
0.017,16.758,6.432,14.021,0.823,3.003,
2.105,13.57,11.348,4.334,0.896,4.524,
1.404,15.032,9.802,10.677,0.884,3.51,
0.11,15.079,9.033,11.361,0.866,3.664,
0.127,13.375,8.793,5.992,0.856,3.903,
0.003,13.023,2.55,14.707,0.81,3.504,
1.521,9.792,3.429,10.954,0.84,3.038,
0,9.807,-0.142,15.682,0.749,4.529,
0,12.156,-0.41,16.3,0.666,2.978,
0.256,9.471,3.246,5.14,0.794,2.585,
